(827, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 4.79E-3, 4.04E-4, 2.69E-3, 2.52E-3, 1.93E-3, 4.59E-3])
(829, 2, 1, 10, [0.35, 0.18, 0.11, 0.07, 0.05, 0.03, 0.02, 0.02, 0.03, 0.02])
(839, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 4.85E-3, 4.72E-4, 2.61E-3, 0.01, 0.01, 4.96E-3])
(853, 2, 1, 10, [0.35, 0.18, 0.11, 0.07, 0.05, 0.03, 0.02, 0.02, 0.02, 0.02])
(857, 2, 1, 10, [2.48E-3, 0.06, 2.07E-3, 0.01, 2.60E-3, 2.12E-3, 3.76E-3, 2.71E-3, 8.86E-3, 6.69E-3])
(859, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 4.94E-3, 5.83E-4, 2.47E-3, 5.03E-3, 2.27E-3, 2.10E-3])
(863, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 4.96E-3, 6.04E-4, 2.45E-3, 4.99E-3, 7.51E-3, 4.10E-3])
(877, 2, 1, 10, [7.26E-3, 0.06, 6.05E-3, 8.99E-3, 7.63E-3, 3.85E-3, 7.91E-3, 3.91E-3, 4.89E-3, 5.44E-3])
(881, 2, 1, 10, [2.41E-3, 0.06, 2.01E-3, 0.01, 2.53E-3, 2.20E-3, 3.66E-3, 2.58E-3, 5.71E-3, 2.89E-3])
(883, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.05E-3, 7.09E-4, 2.32E-3, 4.84E-3, 2.51E-3, 2.40E-3])
(887, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.07E-3, 7.29E-4, 2.29E-3, 3.01E-3, 2.54E-3, 6.74E-4])
(907, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.15E-3, 8.28E-4, 2.17E-3, 3.16E-3, 2.73E-3, 3.56E-3])
(911, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.17E-3, 8.47E-4, 2.15E-3, 3.19E-3, 2.77E-3, 2.74E-3])
(919, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.20E-3, 8.85E-4, 2.10E-3, 4.57E-3, 2.07E-3, 2.96E-4])
(929, 2, 1, 10, [2.29E-3, 0.06, 1.90E-3, 0.01, 2.40E-3, 2.36E-3, 3.47E-3, 2.35E-3, 1.95E-3, 1.42E-3])
(937, 2, 1, 10, [0.35, 0.18, 0.11, 0.07, 0.05, 0.03, 0.02, 4.78E-3, 1.37E-3, 5.66E-3])
(941, 2, 1, 10, [2.26E-3, 0.06, 1.88E-3, 0.01, 2.37E-3, 2.39E-3, 3.43E-3, 2.29E-3, 5.34E-3, 1.34E-3])
(947, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.31E-3, 1.01E-3, 1.95E-3, 4.38E-3, 6.74E-3, 9.36E-3])
(953, 2, 1, 10, [2.23E-3, 0.06, 1.86E-3, 0.01, 2.34E-3, 2.43E-3, 3.38E-3, 2.24E-3, 5.28E-3, 3.44E-3])
(967, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.38E-3, 1.10E-3, 1.84E-3, 4.25E-3, 6.57E-3, 9.15E-3])
(971, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.39E-3, 1.12E-3, 1.82E-3, 3.59E-3, 3.28E-3, 6.51E-3])
(977, 2, 1, 10, [2.17E-3, 0.06, 1.81E-3, 0.01, 2.28E-3, 2.50E-3, 3.30E-3, 2.14E-3, 0.01, 5.77E-3])
(983, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.44E-3, 1.17E-3, 1.76E-3, 3.67E-3, 3.38E-3, 2.74E-3])
(991, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 5.46E-3, 1.20E-3, 1.72E-3, 4.10E-3, 6.38E-3, 8.91E-3])
(997, 2, 1, 10, [0.35, 0.18, 0.11, 0.07, 0.05, 0.03, 0.02, 5.55E-3, 2.85E-3, 0.01])
(1009, 2, 1, 10, [6.31E-3, 0.06, 5.26E-3, 0.01, 6.63E-3, 2.67E-3, 0.01, 0.01, 0.01, 0.01])
